"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2021",3.685,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2021",71.888,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2021",49.056,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2021",2.508,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2021",58.735,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2020",57.973,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2020",3.397,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2020",66.113,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2020",65.803,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2020",4.634,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2020",71.896,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2020",48.36,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2020",2.624,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2020",58.258,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2019",56.427,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2019",4.338,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2019",64.025,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2019",63.563,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2019",4.519,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2019",69.446,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2019",47.691,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2019",4.221,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2019",56.734,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2018",57.325,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2018",5.329,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2018",64.516,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2018",64.116,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2018",4.689,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2018",69.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2018",48.908,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2018",5.721,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2018",57.679,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2017",57.667,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2017",4.789,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2017",64.949,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2017",64.403,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2017",4.46,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2017",69.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2017",49.206,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2017",5.002,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2017",58.002,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2016",57.612,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2016",4.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2016",65.036,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2016",64.335,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2016",4.236,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2016",70.15,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2016",49.006,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2016",4.912,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2016",57.866,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2023",55.124,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2023",4.982,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2023",69.264,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2023",57.696,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2023",3.974,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2023",71.308,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2023",42.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2023",8.204,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2023",57.871,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2022",53.155,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2022",6.154,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2022",68.103,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2022",56.651,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2022",4.991,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2022",70.731,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2022",33.292,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2022",9.732,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2022",48.695,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2021",51.527,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2021",6.872,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2021",66.683,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2021",55.023,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2021",5.991,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2021",69.308,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2021",32.383,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2021",9.554,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2021",47.963,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2020",53.474,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2020",4.116,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2020",69.362,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2020",56.788,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2020",3.595,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2020",71.733,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2020",35.625,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2020",5.763,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2020",53.445,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2019",52.589,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2019",3.614,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2019",69.494,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2019",56.33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2019",3.127,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2019",72.392,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2019",30.131,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2019",5.288,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2019",47.041,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2018",48.526,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2018",3.338,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2018",66.133,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2018",51.966,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2018",3.328,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2018",68.721,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2018",30.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2018",3.368,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2018",49.647,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2017",44.722,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2017",3.827,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2017",61.625,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2017",46.767,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2017",3.718,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2017",63.366,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2017",35.626,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2017",4.208,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2017",52.953,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2019",86.489,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2019",9.645,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2019",90.719,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2019",83.125,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2019",8.664,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2019",87.912,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2019",90.187,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2019",11.155,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2019",93.748,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2022",58.836,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2022",5.997,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2022",71.447,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2022",62.269,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2022",5.955,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2022",71.91,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2022",53.357,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2022",6.033,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2022",70.586,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2021",59.433,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2021",7.105,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2021",71.687,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2021",63.222,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2021",7.488,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2021",72.582,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2021",53.166,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2021",6.762,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2021",69.961,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2020",57.83,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2020",6.875,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2020",71.097,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2020",61.782,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2020",7.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2020",71.918,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2020",51.575,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2020",6.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2020",69.563,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2019",57.621,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2019",7.758,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2019",69.774,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2019",60.334,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2019",8.739,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2019",69.381,,,"Repository: ILO-STATISTICS - Micro data processing"
